lemma_id,gloss_type_Bamberg,gloss_type_Lat7499,gloss_form_Bamberg,gloss_form_Lat7499,lemma_Bamberg,gloss_Bamberg,lemma_Lat7499,gloss_Lat7499
p456_l06_o08,S23,S23,F4,F4,Altilis ,auis ꝗ sanginat᷑,"Altilis, ",auis qͣ saginatur
p456_l06_o10,S23,S23,F4,F4,Tortilis ,(qui facile torquetur),Tortilis ,ꝗ facile/torquet᷑ ł habił ad torquendũ
p456_l07_o04,S22,S22,F2,F2,Aduectitius ,apportatiuus,"Aduectitius, ",apportatitius
p456_l10_o11,S22,S22,F3,F3,Ambages ,circutiones/ãfractus,Ambages ,concertationes ł c̃flictiones ł dubitationes/circuitiones ł an/fractus
p456_l15_o01,S22,S22,F3,F3,Furibundus ,simił fureNT,"Furibunđ, ",simił furenti
p456_l17_o09,S53,S53,F3,F3,femininis ,sb̶ in,femininis ,s. in uocabulis uel participiis
p456_l18_o06,S54,S54,F3,F3,Natura ,(origo a nascendo dicta?),"Natura, ",origo a nascendo dicta
p456_l22_o04,S415,S415,F2,F2,separauit ,sb̶ natura,separauit ,s. natura
p456_l23_o05,S23,S23,F4,F4,casualis ,(quae declinatur per omnis casus?),casualis ,quę declinat᷑ ꝑ om̃s casꝰ
p456_l24_o01,S53,S53,F3,F3,positionis ,pͥmę ꝑsens,positionis ,primę ꝑsonę
p456_l24_o05,S53,S53,F2,F2,duab; ,s. natura,duab; ,s. litteris
p456_l24_o06,S22,S22,F2,F2,exceptis ,+,exceptis ,segregatis
p456_l29_o03,S22,S22,F2,F2,traductionibus ,diriuationib,traductionib; ,diriuationib;
p457_l04_o06,S22,S22,F2,F2,merę ,purae,merę ,purę
p457_l04_o07,S53,S53,F2,F2,grecę ,sb̶ t̃minationes,grecę ,terminatniones
p457_l06_o05,S53,S53,F4,F4,ꝓpriis ,( de ꝓprius nõib; ñ diriuant᷑ uerba)?,ꝓpriis , de ꝓprius nõib; ñ diriuant᷑ uerba
p457_l06_o11,S53,S53,F2,F2,diriuatę ,++ t̃minationes,diriuatę ,.s. terminationes
p457_l08_o01,S22,S22,F2,F2,merito ,iure,merito ,iure
p457_l08_o02,S22,S22,F2,F2,suꝑuacua ,suꝑflua,suꝑuacua ,suꝑflua
p457_l09_o08,S22,S22,F2,F2,iustitia ,ęquitas,"Iustitia, ",ęquitas
p457_l10_o03,S22,S22,F2,F2,clem̃tia ,misericordia,"clementia, ",Benignitas
p457_l10_o04,S22,S22,F2,F2,sollertia ,sagacitas,Sollertia ,sollicitudo
p457_l15_o06,S22,S22,F2,F2,turbo ,c̃turbo,Turbo ,cõmuueo
p457_l16_o10,S22,S22,F2,F2,fugo ,+,Fugo ,expello
p457_l17_o02,S22,S22,F2,F2,Stilla ,gutta,Stilla ,gutta
p457_l19_o03,S22,S22,F2,F2,nundinor ,merchor,Nundinor ,mercor
p457_l19_o06,S22,S22,F2,F2,culpa ,ignauia,Culpa ,ignauia
p457_l19_o07,S22,S22,F2,F2,culpo ,rep̃hendo,Culpo ,rep̃hendo
p457_l20_o04,S22,S22,F2,F2,Mora ,tarditas,Mora ,tarditas
p457_l21_o08,S22,S22,F2,F2,roto ,uoluo,Roto ,uoluo
p457_l21_o10,S22,S22,F3,F3,Multa ,census ł̃ tributũ,Multa ,occisio censꝰ/ł tributum
p457_l22_o03,S22,S22,F2,F2,rixo ,contendo,Rixo ,contendo
p457_l26_o07,S22,S22,F3,F3,probus ,bonus +,ꝓbus ,bonus ęquus/ꝑfectus
f80r_l13_o01,S22,S22,F2,F2,Mundo ,+,Mundo ,Pio Purgo
p457_l27_o10,S22,S22,F2,F2,Foedus ,turpis,Fedus ,turpis
p457_l28_o04,S22,S22,F2,F2,Vagus ,+,Vagus ,instabilis
p457_l28_o05,S23,S23,F4,F4,uagor ,+++,Vagor ,erro hac & illac uergo
p457_l28_o08,S22,S22,F2,F2,Pius ,demens,Pius ,clemens
p457_l28_o09,S22,S22,F2,F2,pio ,mundo,Pio ,purgo
p457_l30_o06,S22,S22,F3,F3,Serenꝰ ,tranquillus ł mitis,Serenus ,humilis tranquillus/mitis
p457_l30_o02,S22,S22,F2,F2,Alienꝰ ,+,Alienus ,extraneus
p457_l31_o03,S23,S23,F4,F4,Hiberno ,+++hib̶nus,Hiberno ,habito in loco calido/÷ in hieme hiemo ꝓpt̃ frigꝰ
p457_l32_o03,S23,S23,F4,F4,Obliquus ,curuus ł inclinatꝰ ++/inęqualis,Obliquus ,curuus ꝓnus inclinatꝰ/ł descensus in ęqͣł
p457_l33_o02,S22,S22,F2,F2,ignarꝰ ,inscius,Ignarus ,inscius
p457_l33_o11,S22,S22,F2,F2,delato ,ãplifico,dilato ,ãplifico
p457_l35_o01,S23,S23,F3,F3,Cruentꝰ ,sangui nolentus,Cruentꝰ ,a cruore/÷ crudelis/sanguino lentꝰ
p457_l35_o09,S22,S22,F2,F2,Viduus ,desertus,Viduus ,derertꝰ
p458_l02_o02,S23,S23,F4,F4,gręcor ,grece loquor,Grecor ,more greco loquor
p458_l06_o06,S22,S22,F3,F3,Libũ ,libam̃/p̃gustatio,Libũ ,sacrificiũ p̃gusto
p458_l08_o12,S23,S23,F4,F4,Stagnũ ,genꝰ m&alli & dr̃ lacꝰ +++,Stagnũ ,Genus metalli ł lacus qͥ ñ currit a stando dictꝰ
p458_l09_o03,S22,S22,F2,F2,regno ,gub̶no,Regno ,Guberno
p458_l09_o06,S22,S22,F2,F2,signo ,noto,Signo ,noto
p458_l11_o03,S22,S22,F3,F3,liber ,ingenuus / filius,Liber ,ingenuus/nobilis si/ue filius
p458_l11_o04,S23,S23,F4,F4,libero ,liberũ facio/eripio,Libero ,liberũ fatio/ł eripio
p458_l13_o09,S22,S22,F2,F2,Satur ,acutꝰ,Satur ,satiatꝰ
p458_l14_o01,S22,S22,F2,F2,Saturo ,satio,Saturo ,satio
p458_l17_o07,S23,S23,F4,F4,Ctionor ,c̃tionẽ alloquor,contionor ,contionem/alloquor/eloquent̃ loquor/in foro ł in  placito ser es catalogꝰ
p458_l18_o01,S22,S22,F2,F2,Ordino ,+,Ordino ,orno
p458_l18_o03,S22,S22,F3,F3,Virgo ,castus ł casta,Virgo ,castꝰ ł casta/hic & hęc
p458_l19_o03,S23,S23,F4,F4,lacto ,decipio (alo nutrio siue lac?) do,Lacto ,decipio alo nutrio/siue lac do
p458_l21_o03,S22,S22,F2,F2,"uerbero, ",flagello,Verbero ,flagello
p458_l21_o05,S22,S22,F2,F2,Vber ,copiosus,Vber ,copiosꝰ
p458_l21_o06,S22,S22,F2,F2,"exubero, ",abundo,"Exubero, ",habundo
p458_l21_o08,S23,S23,F3,F3,Agger ,cumulus t̃rę,Agger ,anger uinculũ/cumulus t̃rę
p458_l22_o07,S22,S22,F2,F2,labor ,poena,Labor ,poena
p458_l22_o11,S23,S23,F4,F4,"uaporo, ",uaporẽ (facio)?,Vaporo ,caleo uaporẽ fatio
p458_l23_o02,S22,S22,F2,F2,"memoro, ",recordor,Memoro ,Recordor
p458_l24_o09,S23,S23,F4,F4,auguro ,auguriis (facio)?,Auguro ,auguriis intendo/ł diuino
p458_l26_o01,S21,S21,F4,F4,Vas ,(qđ rustice dr̃) uuatges,Vas ,qđ rustice dr̃/uuatges dicr̃ aut̃/uades coqđ illis datis
p458_l26_o11,S22,S22,F2,F2,"milito, ",pugno,Milito ,pugno
p458_l27_o05,S22,S22,F3,F3,sedo ,mitigo/placo,Sedo ,mitigo placo/sereno fecundo
p458_l28_o04,S23,S23,F4,F4,Exheredo ,++++,Exhęredo ,extra hęreditatẽ facio ł hęre/ditatem alicuius aufero
p458_l31_o02,S22,S22,F2,F2,Decus ,honor,decus ,honor
p458_l31_o03,S22,S22,F2,F2,decoro ,orno,Decoro ,orno
p458_l32_o03,S23,S23,F4,F4,"olero, ",olera plaNTo,Holero ,holus colligo/ł holera planto
p458_l32_o05,S22,S22,F2,F2,Munus ,donũ,Munus ,donũ
p458_l32_o08,S222,S222,F3,F3,Aes ,genus m&alli,Aes ,Genꝰ metalli
p458_l32_o10,S23,S23,F4,F4,"ęro, ",ęs facio +,Aero ,fabrico ex ęre ł aes fatio ÷ metallũ
p459_l01_o06,S22,S22,F2,F2,Fraus ,deceptio,Fraus ,deceptio
p459_l02_o09,S22,S22,F2,F2,iudex ,arbiter,Iudex ,p̃ses
p459_l03_o01,S23,S23,F3,F3,Remex ,gub̶nator nauiũ,Remex  ,gubernator nauiũ
p459_l03_o04,S22,S22,F2,F2,Lex ,ius,Lex  ,ius
p459_l03_o05,S23,S23,F4,F4,lego ,legẽ facio +++,Lego  ,leges cõpono/ł legationẽ mitto
p459_l03_o08,S22,S22,F2,F2,radico ,fundo,Radico ,fundo
p459_l04_o02,S23,S23,F4,F4,cornicor ,inanit̃ loquor,Cornicor ,inepte loquor/ł more cornicis loquor/ Garrio
p459_l04_o05,S22,S22,F2,F2,"uoco, ",appello,Voco ,appello
p459_l04_o07,S22,S22,F2,F2,Pernox ,ꝑuigil,ꝑnox ,ꝑuigil
p459_l05_o09,S22,S22,F2,F2,Pręceps ,p̃cipiciũ,Pręceps ,ꝓnꝰ
p459_l08_o10,S22,S22,F3,F3,Rabies ,am̃tia insania,Rabies ,dem̃tia insa/nia ł insanies/am̃tia furor
p459_l13_o04,S22,S22,F2,F2,Motus ,motio,motꝰ ,Motio
p459_l14_o04,S54,S54,F3,F3,Facies ,credulitas/a fido,Facies ,a fatio
p459_l14_o05,S54,S54,F3,F3,Fides ,̃a facio,Fides ,a ũbo fido ÷ credo
p459_l14_o06,S54,S54,F3,F3,Res ,a VERB ͧ ͫ  reor,Res ,a ũbo Reor
p459_l17_o04,S22,S22,F2,F2,obseruari ,attendi,obseruari ,Adtendi
p459_l19_o09,S23,S23,F3,F3,"scriba, ",lege peritꝰ,Scriba ,lege peritꝰ
p459_l20_o03,S22,S22,F2,F2,"aduena, ",peregrinꝰ,aduena ,peregrinꝰ
p459_l20_o06,S25,S25,F3,F3,"ꝓfuga, ",porro fugiens,"ꝓfuga, ",porro fugiens
p459_l21_o03,S222,S222,F3,F3,c̃sul; ,nom̃ dignitatis,"Consul, ",nom̃ digni/tatis
p459_l21_o09,S22,S22,F2,F2,"uas, ",pignus,uãs ,pignꝰ
p459_l22_o01,S22,S22,F3,F3,merges ,manipulus/s. garba,merges. ,manipuł/siue garba
p459_l22_o10,S22,S22,F3,F3,cędes ,strages ł occisio,"cędes, ",strages ł/occisio
p459_l23_o01,S22,S22,F3,F3,Luo ,soluo ł dãpno /sustineo,Luo ,purgo/sustineo/dampno
p459_l23_o05,S22,S22,F2,F2,Struo ,edifico,Struo ,ędifico
p459_l23_o09,S22,S22,F2,F2,M&uo ,timeo,Metuo ,Timeo
p459_l23_o11,S22,S22,F2,F2,"m&us, ",timor,"Metus, ",Timor
p459_l24_o02,S23,S23,F3,F3,"tribus, ",triginta centuriae,trib; ,XXͧXͣ centuri
p459_l24_o03,S22,S22,F2,F2,Parco ,indulgeo,Parco ,indulgeo/dimicto
p459_l25_o02,S22,S22,F2,F2,Pando ,aperio,Pando ,aperio
p459_l25_o08,S22,S22,F2,F2,Ludo ,ioco,Ludo ,iocor
p459_l25_o10,S22,S22,F2,F2,"ludus, ",iocus,"Ludus, ",iocꝰ
p459_l29_o03,S22,S22,F3,F3,ꝓbant ,experiuntur/cognoscantur,ꝓbant᷑ ,experiuntur/cognoscuntur
p459_l30_o03,S22,S22,F3,F3,adhęreant ,adiungant seruient,adhęreant ,seruiant/adiungaNT
p459_l30_o07,S3232,S3232,F2,F2,illis ,sb̶ nominib,illis ,nõib;
p459_l30_o08,S22,S22,F2,F2,duci ,diriuari,duci ,diriuari
p459_l31_o07,S22,S22,F2,F2,Formido ,paueo,Formido ,paueo
p459_l32_o02,S23,S23,F4,F4,caligo ,cęcitatẽ patior,caligo ,cętitatem pa/tior
p459_l32_o05,S22,S22,F3,F3,ꝓpago ,dilato ł ãplifico/ꝓtelo,ꝓpago ,tango/& palpo -as
p459_l32_o11,S22,S22,F3,F3,indagor ,inuestigo ł exploro,iNdagor ,inꝗro exploro inuestigo
p459_l34_o01,S22,S22,F2,F2,formido ,m&us,formido ,metꝰ
p459_l34_o03,S22,S22,F2,F2,ꝓpago ,ꝓsapia,ꝓpago ,ꝓsagia
p459_l34_o09,S415,S415,F2,F2,respondent ,sb̶ uerba,respondent ,uerba
p459_l36_o11,S22,S22,F3,F3,perspicacius ,acutius/diligeNTius,perspicatius ,acutius ł diligentius
p460_l01_o07,S22,S22,F2,F2,c̃fusionẽ ,(commixtione?),confusionem ,cõmixtionẽ
p460_l04_o10,S22,S22,F2,F2,ꝓgenuit ,ꝓcreauit,ꝓgenuit ,ꝓcreauit
p460_l05_o06-07,S53,S53,F4,F4,pręsens indicatiuus ,÷ ꝓferre +++,p̃sens INdicatiuus ,.s. ꝓferent nõa de se c̃cescit
p460_l10_o05,S53,S53,F2,F2,Scđa ,coniugatio,Scđa ,c̃iugatio
p460_l10_o08,S53,S53,F2,F2,quartã ,coniugationem,quarta ,.s. coniugatio
p460_l14_o09,S22,S22,F2,F2,suꝑuacuo ,suꝑfluo,suꝑuacuo ,suꝑfluo
p460_l29_o03,S53,S53,F4,F4,rationẽ ,sacer sacri sacro sacras tot syllabas ++ ignt̃o ⁊+++,ratione ,genetiui precipue hic notatur ut sacer -cri sacro -as/tot sillabas hab& in gntõ q ? ⁊ in uerbo :
p460_l29_o08,S22,S22,F2,F2,manifestissime ,aꝑtissime,manifestissime ,aꝑtissime
p460_l31_o01,S22,S22,F2,F2,adhęrentia ,seruentia,adhęrentia ,seruientia
p460_l31_o05,S22,S22,F2,F2,gigni ,generari,gigni ,generant᷑
p460_l32_o01,S22,S22,F2,F2,cogunt᷑. ,cõpellunt᷑,cogunt᷑ ,cõpellunt᷑
p460_l33_o01,S22,S22,F2,F2,Arduus ,excel/sus,arduus ,excelsus
p460_l34_o07,S22,S22,F2,F2,sacer ,sc̃s,sacer ,sc̃s
p460_l34_o09,S22,S22,F2,F2,sacro ,libo,sacro ,libo
p460_l35_o05,S22,S22,F2,F2,Vigil ,custos,Vigil ,custos
p460_l35_o07,S22,S22,F2,F2,Vigilo ,excubo,uigilo ,excubo
p460_l36_o04,S22,S22,F2,F2,Memoro ,recordor,Memoro ,Recordor
p460_l36_o06,S22,S22,F2,F2,Miles ,pugnator,Miles ,Pugnator
f82v_l06_o13,S22,S22,F2,F2,indico ,intimo,indico ,indimo
p461_l02_o08,S53,S53,F4,F4,regulant᷑ ,ꝑ regulã (cognoscuNT᷑/ł ordinant᷑),regulantur ,÷ ꝑ regulã cognoscuNT᷑/ł ordinant᷑
p461_l02_o10,S22,S22,F2,F2,ambigua ,dubia,ambigua ,dubia
p461_l03_o11,S3232,S3232,F2,F2,quib; ,(uerbis),quib; ,uerbis
p461_l06_o09,S23,S23,F4,F4,"Eradico, ",a radicib euerso,eradico ,Ara dicib; ł radicitus e uello ÷ decerpo
p461_l10_o02,S22,S22,F2,F2,radio ,splendeo,Radio ,splendeo
p461_l10_o04,S22,S22,F2,F2,Humus ,tellus,humus ,tellus
p461_l11_o02,S23,S23,F4,F4,"Elimino, ",extra lim̃ iacio,elimino ,extta limꝰ ꝓicio
p461_l12_o06,S23,S23,F3,F3,Rum̃ ,interior pars gulę,Rumen ,interior pars gulę
p461_l18_o06,S22,S22,F2,F2,ingurgitasses ,immersisses,ingurgitasses ,immersisses
p461_l26_o09-10,S53,S53,F4,F4, in positionẽ ,(id est) in formã ł pͥmã ꝑsonã indicatiui,in possessionẽ ,.s. illa ꝑfecta in .scͦ. ut inesco -as a noẽ qđ ẽ  ęsca
p461_l28_o03,S22,S22,F2,F2,coactis ,+,coactis ,c̃iunctis
p461_l29_o02,S53,S53,F2,F2,quartã ,sb̶ c̃iugationẽ,quartã ,.s. c̃iugationem
p461_l32_o05,S34,S34,F3,F3,necessario ,++,necessario ,aduerbiũ qualitatis
p462_l01_o01,S53,S53,F2,F2,primitiua ,(uerba),primitiua ,forma
p462_l05_o06,S22,S22,F3,F3,obseruandũ ,++,obseruandũ ,considerandũ notantũ
p462_l08_o02,S22,S22,F2,F2,"fabrico, ",edifico,fabrico ,edifico
f83r_l06_o12,S22,S22,F2,F2,Debilis ,+,debilis ,infirmꝰ
p462_l09_o03,S22,S22,F2,F2,pullulo ,cresco,pullulo ,cresco
p462_l10_o02,S22,S22,F2,F2,sarcino ,pondero,sarcinor ,pondero
p462_l10_o05,S22,S22,F2,F2,opitulor ,adiuuo,opitulor ,Adiuuo
p462_l11_o09,S22,S22,F2,F2,Mitigo ,placo,Litigo. ,c̃tendo
p462_l13_o09,S22,S22,F2,F2,iure ,merito,iure ,merito
p462_l16_o01,S22,S22,F2,F2,temere ,p̃sumptiose,temere ,p̃sũptiose
p462_l16_o02,S22,S22,F3,F3,Temero ,p̃sumo .s. molo ł maculo,temero ,p̃sumo uolo maculo ł audeo
p462_l17_o03,S22,S22,F2,F2,diutius ,longius,diutius ,longius
p462_l20_o04,S3232,S3232,F2,F2,quib; ,(uerba),quibus ,uerbis
p462_l26_o04,S22,S22,F2,F2,Calles ,uia,calles ,uia
p462_l29_o11,S22,S22,F2,F2,Fluctuo ,titubo,Fluctuo ,titubo
p462_l29_o12,S22,S22,F2,F2,Estuo ,caleo,ęstuo ,ferueo
p462_l30_o03,S23,S23,F4,F4,Infatuo ,scubũ facio,infatuo ,stultũ fatio
p462_l32_o04,S23,S23,F3,F3,tribus ,triginta centurię,tribus ,.XXX. centurio
p462_l32_o06,S22,S22,F2,F2,m&us ,+,metus ,timor
p462_l32_o08,S22,S22,F2,F2,lues ,pestis,lues ,pestis
p462_l33_o10,S35,S35,F3,F3,Sin ,+,Sin ,casuał c̃iunctio
p463_l06_o03,S53,S53,F2,F2,t̃tiã ,(coniugationem),tertiã ,c̃iugationem
p463_l06_o04,S53,S53,F3,F3,ꝑtinentia ,facio ⁊c,ꝑtinentia ,sic̃ est fatio ⁊rł
p463_l07_o01,S3232,S3232,F2,F2,Cuuis ,+,Cuius ,÷ quartę
p463_l09_o08,S22,S22,F2,F2,"largior, ",tribuo,largio ,tribuo
p463_l10_o05,S22,S22,F3,F3,munio ,+,munio. ,defendo siue firmo
p463_l11_o07,S22,S22,F3,F3,Lasciuus ,petulcus petulans ++,Lasciuus ,p&ulcꝰ luxuriosus
p463_l14_o05,S22,S22,F2,F2,Moles ,magritudo,mollis ,tener
p463_l14_o08,S22,S22,F2,F2,"Stabilio, ",firmo,"Stabilio, ",firmo
p463_l15_o02,S22,S22,F2,F2,"Exinanio, ",euacuo,exinanio ,uacuo
p463_l15_o03,S22,S22,F2,F2,insignis ,nobilis,in̶asignis ,nobilis
p463_l15_o04,S22,S22,F2,F2,"insignio, ",noblito,Insignio ,nobilito
p463_l16_o05,S22,S22,F2,F2,Pars ,diuisio,Pars ,diuisio
p463_l16_o06,S22,S22,F2,F2,"partior, ",diuido,Partior ,diuido
p463_l17_o01,S23,S23,F3,F3,Gestus ,motus corporis,gestus ,motꝰ corpỹs
p463_l17_o02,S22,S22,F2,F2,"gestio, ",desidero,Gestio ,desidero
p463_l17_o03,S22,S22,F2,F2,Notat᷑ ,excipitur,notat᷑ ,excipit᷑
p463_l19_o04,S22,S22,F2,F2,calceus ,calcianti,caltius ,÷ calcaneũ
p463_l25_o09,S22,S22,F2,F2,M&ior ,m̃suro,metior ,÷ mensuro
p463_l29_o09,S23,S23,F4,F4,ineptio ,inc̃uenient̃ aliꝗd facio,ineptio ,: inc̃uenient̃ aliquid fatio ł aliꝗd stultꝰ fio
p463_l33_o03,S22,S22,F2,F2,uindicat ,asciscit,uindicat ,asciscit
p463_l33_o02,S53,S53,F2,F2,tertia ,(coniugatio),tertia ,.s. c̃iugatio
p464_l03_o09,S22,S22,F2,F2,Gestio ,app&o,Gestio ,appeto
f83v_l21_o02,S22,S22,F2,F2,impedio ,noceo,impedio ,noceo
p464_l05_o02,S53,S53,F3,F3,positio ,s. id ÷ pͥma ꝑsona,positio ,÷ prima ꝑsonã indicatiui
p464_l08_o03,S22,S22,F2,F2,Vlcero ,uulnero,ulcero ,uulnero
p464_l09_o06,S53,S53,F2,F2,habentia ,sb̶ nomina,habentia ,nõa
p464_l11_o04,S22,S22,F2,F2,Aestus ,calor,Aestus ,calor
p464_l11_o06,S23,S23,F3,F3,Tumultus ,c̃fusa uox populi,Tumultus ,confusa uox populi
p464_l14_o02,S22,S22,F2,F2,"egreo, ",infirmor,ęgreo ,infirmor
p464_l14_o06,S22,S22,F3,F3,censeo ,"++ (indico, statuo?)","censeo, ",indico statuo
p464_l18_o04,S53,S53,F2,F2,scđam ,+(coniugationem),scđam ,c̃iugationem
p464_l27_o03,S22,S22,F2,F2,ferali ,feroci,feralis ,feroci
p465_l02_o11,S22,S22,F2,F2,extulit ,+,extulit ,enuntiauit
p465_l06_o05,S22,S22,F2,F2,notatis ,exceptis,notatis ,exceptis
p465_l09_o03,S22,S22,F2,F2,morẽ ,ritiũ,morem ,sitũ
p465_l11_o04,S53,S53,F3,F3,positione ,in prima ꝑsona,positione ,in prima ꝑsona
p465_l12_o04,S53,S53,F2,F2,corruptis ,sb̶ uerbis,corruptis ,.s. uerbis
p465_l12_o05,S3232,S3232,F2,F2,quę ,uerba,quę ,.s. uerba
p465_l21_o05,S22,S22,F3,F3,Sterno ,deicio ł orno,Sterno ,deitio ordino ł orno uos cernantur auro mundo
p465_l22_o02,S22,S22,F2,F2,Consternor ,stupefacio,consternor ,uideo
p465_l24_o04,S25,S25,F4,F4,Morigeror ,mores gero,Morigeror ,mores gero compositũ a nõe ⁊ uerbo
p465_l26_o02,S22,S22,F2,F2,reor ,autumo,Reor ,autumo
p465_l26_o03,S22,S22,F2,F2,Męreor ,c̃striscor,Mereor ,contristor
p465_l26_o05,S22,S22,F2,F2,Vereor ,timeo,Vereor ,timeo
p465_l27_o08,S53,S53,F2,F2,pͥmę ,sb̶ c̃iugationis,primę ,.s. coniugationis
p465_l28_o09,S23,S23,F3,F3,Ordior ,texo (incipio loqui)?,Ordior ,texo ł incipio loqͥ
p465_l29_o06,S22,S22,F2,F2,partior ,diuido,Partior ,diuido
p465_l30_o02,S22,S22,F2,F2,morior ,intereo,morior ,intereo
p465_l30_o06,S53,S53,F2,F2,tertię ,sb̶ c̃iug̃,tertię ,.s. coniugationis
p465_l30_o10,S22,S22,F2,F2,Orior ,nascor,orior ,nascor
p466_l05_o03,S54,S54,F3,F3,precor ,a preco,precor ,a prece
p466_l05_o04,S54,S54,F3,F3,Vador ,a uado,uador ,a uado
p466_l06_o03,S22,S22,F2,F2,Rimor ,inuestigo,Rimor ,inqͥro
p466_l06_o04,S22,S22,F2,F2,Peregrinor ,exsulo,Peregrinor ,exilio
p466_l10_o07,S22,S22,F2,F2,originis ,initii,originis ,inicii
p466_l13_o06-07,S53,S53,F4,F4,carent ,id est ñ diriuant᷑ a nominibus,nominũ carent ,ñ diriuant᷑ a nominib;
p466_l14_o04,S22,S22,F2,F2,patior ,sustineo,Patior ,sustineo
p466_l14_o10,S22,S22,F2,F2,exequor ,ꝑficio,Exequor; ,ꝑficio
p466_l15_o03,S53,S53,F2,F2,dir̃iuata ,+,diriuata ,uerba
p466_l16_o05,S53,S53,F2,F2,quartę ,+,quartę ,c̃iugationis
p466_l16_o08,S22,S22,F2,F2,deputant᷑. ,ad numeraNTur,deputant᷑ ,c̃numerant᷑
p466_l21_o05,S54,S54,F3,F3,Irascor ,ab ira,irascor ,ab ira
p466_l21_o06,S22,S22,F2,F2,Vescor ,comedo,uescor ,cumedo
p466_l21_o07,S22,S22,F2,F2,Vlcisaor ,uindico,ulciscor ,uindico
p466_l21_o08,S22,S22,F2,F2,Nanciscor ,assequor,nanciscor ,assequor
p466_l21_o09,S23,S23,F4,F4,Paciscor ,pacẽ facio,pacisor ,pacẽ fatio
p466_l21_o10,S22,S22,F2,F2,exgꝑiscor ,euigilo,exꝑgiscor ,euigilo
p466_l22_o01,S22,S22,F2,F2,cõminiscor ,excogito,cõminisor ,Excogito
p466_l25_o02,S53,S53,F2,F2,diriuatis ,uerbis,diriuatiuis ,uerbis
p466_l30_o06,S53,S53,F4,F4,quãuis ,sb̶ hab& illa pͥma c̃iugatio,quãuis ,.s. hab& illa pͥma c̃iugatio
p466_l30_o08,S53,S53,F2,F2,diriuata ,uerba,diriuata ,uerba
p467_l05_o15,S22,S22,F2,F2,opinor ,ęstimo,opinor ,ęstimo
p467_l06_o07,S53,S53,F2,F2,scđa ,sb̶ c̃iugatio,scđa ,coniugatio
p470_l09_o07,S22,S22,F2,F2,Glisco ,cresco,"Glisco, ",cresco
p471_l28_o04,S22,S22,F2,F2,pecuaria ,pecunia,pecuaria ,pecunia
p472_l09_o01,S22,S22,F2,F2,cedt̃ ,uerberare,cędunt ,uerberant
p473_l01_o01,S22,S22,F2,F2,Secundus ,prosꝑ,Secunđ ,÷ ꝓsꝑ
p474_l18_o08,S22,S22,F2,F2,no ,nato,no ,nato
p474_l19_o04,S22,S22,F2,F2,for ,loquor,for ,loquor
p486_l28_o07,S22,S22,F2,F2,motus ,+,motus. ,ł meatus
